[0.205s] Invoking command in '/home/ice/microros_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake /home/ice/microros_ws/src/micro_ros_setup -DCMAKE_INSTALL_PREFIX=/home/ice/microros_ws/install/micro_ros_setup
[0.673s] -- The C compiler identification is GNU 11.4.0
[1.179s] -- The CXX compiler identification is GNU 11.4.0
[1.223s] -- Detecting C compiler ABI info
[1.412s] -- Detecting C compiler ABI info - done
[1.424s] -- Check for working C compiler: /usr/bin/cc - skipped
[1.427s] -- Detecting C compile features
[1.433s] -- Detecting C compile features - done
[1.451s] -- Detecting CXX compiler ABI info
[1.709s] -- Detecting CXX compiler ABI info - done
[1.722s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[1.722s] -- Detecting CXX compile features
[1.724s] -- Detecting CXX compile features - done
[1.752s] -- Found ament_cmake: 1.3.7 (/opt/ros/humble/share/ament_cmake/cmake)
[2.142s] -- Found Python3: /usr/bin/python3.10 (found version "3.10.12") found components: Interpreter 
[2.509s] -- Found ament_lint_auto: 0.12.10 (/opt/ros/humble/share/ament_lint_auto/cmake)
[2.752s] -- Added test 'copyright' to check source files copyright and LICENSE
[2.810s] -- Added test 'flake8' to check Python code syntax and style conventions
[2.817s] -- Added test 'lint_cmake' to check CMake code style
[2.823s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[2.842s] -- Added test 'xmllint' to check XML markup files
[2.847s] -- Configuring done
[3.161s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/flash.sh
[3.161s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/client-colcon.meta
[3.161s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/build.sh
[3.162s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze
[3.162s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/package.xml
[3.163s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/configure.sh
[3.164s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/board.repos
[3.164s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/client_uros_packages.repos
[3.165s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/create.sh
[3.165s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/flash.sh
[3.165s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/client-colcon.meta
[3.166s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/build.sh
[3.166s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/list_apps.sh
[3.166s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re
[3.167s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/package.xml
[3.169s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/configure.sh
[3.169s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/board.repos
[3.169s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client_uros_packages.repos
[3.170s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/create.sh
[3.170s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/flash.sh
[3.170s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client-colcon.meta
[3.170s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/build.sh
[3.170s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi
[3.170s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/package.xml
[3.171s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/configure.sh
[3.171s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/board.repos
[3.171s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client_uros_packages.repos
[3.171s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/create.sh
[3.173s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/flash.sh
[3.176s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client-colcon.meta
[3.177s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/build.sh
[3.177s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/package.xml
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/configure.sh
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/board.repos
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client_uros_packages.repos
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/create.sh
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/flash.sh
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client-colcon.meta
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/build.sh
[3.178s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr
[3.179s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/dev_ros2_packages.txt
[3.179s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/dev_uros_packages.repos
[3.179s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/list_apps.sh
[3.179s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic
[3.179s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/package.xml
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/configure.sh
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/board.repos
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/client_uros_packages.repos
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/create.sh
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/flash.sh
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/client-colcon.meta
[3.180s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/build.sh
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/zephyr/generic/supported_platforms
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/client_uros_packages.repos
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/dev_ros2_packages.txt
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/dev_uros_packages.repos
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/demo_toolchain.cmake
[3.181s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/package.xml
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/client_uros_packages.repos
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/create.sh
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/flash.sh
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/client-colcon.meta
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/build.sh
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/utils.sh
[3.182s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/agent_ros2_packages.txt
[3.183s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/client_ros2_packages.txt
[3.183s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host
[3.183s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/dev_ros2_packages.txt
[3.183s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/dev_uros_packages.repos
[3.183s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/client_ros2_packages.txt
[3.183s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic/package.xml
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic/client_host_packages.repos
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic/create.sh
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic/flash.sh
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic/build.sh
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/host/generic/client-host-colcon.meta
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian
[3.184s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/dev_ros2_packages.txt
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/dev_uros_packages.repos
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/configure.sh
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/client_uros_packages.repos
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/create.sh
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/flash.sh
[3.185s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/client-colcon.meta
[3.186s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/build.sh
[3.186s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/./config/raspbian/generic/supported_platforms
[3.186s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/create_ws.sh
[3.186s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/create_agent_ws.sh
[3.186s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/create_firmware_ws.sh
[3.207s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/configure_firmware.sh
[3.208s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/flash_firmware.sh
[3.209s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/build_firmware.sh
[3.209s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/build_agent.sh
[3.209s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/yaml_filter.py
[3.210s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/clean_env.sh
[3.212s] -- Installing: /home/ice/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/component
[3.213s] Invoked command in '/home/ice/microros_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/ice/microros_ws/build/micro_ros_setup
